ID,IMG,Time,X,Y
0,0,1.7129,889,331
1,0,1.728259,882,411
2,0,1.745019,876,484
3,0,1.761353,870,550
4,0,1.778439,866,602
5,0,1.794704,866,605
6,0,1.811058,862,610
7,0,1.827815,863,612
8,0,1.844341,865,612
9,0,1.861208,867,611
10,0,1.87819,868,609
11,0,1.893991,867,608
12,0,1.910671,867,608
13,0,1.92712,868,609
14,0,1.943777,869,611
15,0,1.960273,896,595
16,0,1.976874,924,571
17,0,1.993361,986,518
18,0,2.00993,1014,495
19,0,2.026436,1034,484
20,0,2.043,1039,484
21,0,2.059618,1040,483
22,0,2.076166,1043,483
23,0,2.092716,1011,466
24,0,2.109517,951,439
25,0,2.12604,789,370
26,0,2.142447,712,336
27,0,2.159028,632,303
28,0,2.175759,625,301
29,0,2.192635,625,302
30,0,2.20908,627,304
31,0,2.225725,627,307
32,0,2.242565,628,307
33,0,2.258786,638,305
34,0,2.275364,645,303
35,0,2.291913,659,301
36,0,2.308488,663,299
37,0,2.32505,664,295
38,0,2.341294,665,295
39,0,2.358235,669,299
40,0,2.375696,669,303
41,0,2.391439,669,308
42,0,2.408001,671,311
43,0,2.424829,674,307
44,0,2.44139,674,302
45,0,2.457688,673,295
46,0,2.474542,671,295
47,0,2.490327,670,305
48,0,2.506912,670,308
49,0,2.523939,669,304
50,0,2.540534,671,301
51,0,2.557208,670,299
52,0,2.573744,668,299
53,0,2.590828,662,296
54,0,2.606804,660,293
55,0,2.623424,660,292
56,0,2.639573,667,297
57,0,2.656125,742,350
58,0,2.672547,807,397
59,0,2.689186,934,487
60,0,2.705667,982,523
61,0,2.722271,997,530
62,0,2.738834,998,527
63,0,2.755378,999,526
64,0,2.772029,1000,527
65,0,2.788523,1002,531
66,0,2.805133,1003,533
67,0,2.821649,1005,535
68,0,2.838292,1004,534
69,0,2.854777,1017,522
70,0,2.871348,1034,510
71,0,2.887908,1072,484
72,0,2.904546,1089,472
73,0,2.921039,1096,465
74,0,2.937632,1095,466
75,0,2.954325,1097,463
76,0,2.970803,1096,461
77,0,2.987671,1094,459
78,0,3.003937,1094,459
79,0,3.020597,1096,458
80,0,3.03704,1097,456
81,0,3.054091,1101,451
82,0,3.070544,1113,423
83,0,3.086756,1120,409
84,0,3.103302,1132,384
85,0,3.119948,1133,379
86,0,3.136436,1134,376
87,0,3.152982,1134,376
88,0,3.16957,1132,377
89,0,3.18615,1132,378
90,0,3.202886,1134,378
91,0,3.219241,1134,378
92,0,3.236213,1132,377
93,0,3.252767,1131,376
94,0,3.269363,1131,376
95,0,3.286048,1133,375
96,0,3.302701,1135,372
97,0,3.31873,1135,371
98,0,3.335269,1134,368
99,0,3.351853,1133,367

100,0,3.368879,1106,399
101,0,3.385484,1078,436
102,0,3.401503,1003,551
103,0,3.418103,975,597
104,0,3.434644,941,656
105,0,3.451165,937,660
106,0,3.467819,934,663
107,0,3.484356,936,663
108,0,3.500923,941,662
109,0,3.517452,944,662
110,0,3.534493,943,662
111,0,3.551031,941,662
112,0,3.567848,938,661
113,0,3.584381,937,661
114,0,3.600777,939,660
115,0,3.617473,940,660
116,0,3.633477,943,659
117,0,3.650153,940,658
118,0,3.666581,894,664
119,0,3.683178,865,668
120,0,3.699824,817,679
121,0,3.716703,811,679
122,0,3.733253,815,682
123,0,3.749461,817,684
124,0,3.766029,821,685
125,0,3.78252,823,684
126,0,3.799104,821,683
127,0,3.816037,818,685
128,0,3.832673,819,690
129,0,3.849175,821,693
130,0,3.865855,827,696
131,0,3.882713,837,693
132,0,3.898984,897,674
133,0,3.915837,929,662
134,0,3.931899,983,642
135,0,3.948729,988,640
136,0,3.964969,986,642
137,0,3.981652,985,644
138,0,3.998182,980,663
139,0,4.015038,976,677
140,0,4.031604,960,717
141,0,4.047797,954,732
142,0,4.064338,862,841
143,0,4.080808,1350,850
144,0,4.097891,1116,775
145,0,4.113958,1093,740
146,0,4.131143,1045,671
147,0,4.147392,1035,640
148,0,4.163967,1028,602
149,0,4.180523,1034,571
150,0,4.197075,1035,562
151,0,4.213652,1035,554
152,0,4.230708,1034,555
153,0,4.247077,1035,557
154,0,4.263603,1036,557
155,0,4.280158,1034,557
156,0,4.29611,1033,557
157,0,4.31268,1032,555
158,0,4.329329,1031,555
159,0,4.346228,1030,553
160,0,4.362794,1030,552
161,0,4.380002,1030,552
162,0,4.395969,1031,552
163,0,4.412282,1030,551
164,0,4.428805,1025,553
165,0,4.445649,983,570
166,0,4.462725,962,576
167,0,4.478796,935,582
168,0,4.495319,933,579
169,0,4.511882,935,572
170,0,4.528154,938,569
171,0,4.544721,941,566
172,0,4.561259,940,576
173,0,4.578197,935,606
174,0,4.594293,934,617
175,0,4.610858,931,641
176,0,4.627864,927,646
177,0,4.644648,927,646
178,0,4.661213,997,683
179,0,4.677764,997,683
180,0,4.694329,995,657
181,0,4.71034,1050,587
182,0,4.726905,1041,578
183,0,4.743902,1036,570
184,0,4.760541,1036,568
185,0,4.776612,1026,560
186,0,4.793595,1025,554
187,0,4.810682,1033,543
188,0,4.826703,1042,537
189,0,4.843311,1040,528
190,0,4.859845,1034,523
191,0,4.876425,1024,516
192,0,4.893411,1027,512
193,0,4.910081,1025,509
194,0,4.926135,998,512
195,0,4.942821,893,532
196,0,4.959178,832,546
197,0,4.976351,739,569
198,0,4.99246,724,574
199,0,5.008666,725,575

200,0,5.025146,735,575
201,0,5.041776,735,574
202,0,5.058297,729,571
203,0,5.074946,722,569
204,0,5.091544,717,567
205,0,5.108189,718,569
206,0,5.12509,719,576
207,0,5.141023,718,579
208,0,5.157614,717,585
209,0,5.174236,718,587
210,0,5.190702,719,593
211,0,5.207279,721,597
212,0,5.223891,723,605
213,0,5.240395,726,609
214,0,5.25702,713,626
215,0,5.273546,699,643
216,0,5.290145,659,691
217,0,5.307054,641,715
218,0,5.323616,629,745
219,0,5.340188,628,753
220,0,5.356753,624,763
221,0,5.373318,624,768
222,0,5.389878,625,774
223,0,5.406449,629,777
224,0,5.422764,634,780
225,0,5.439226,638,783
226,0,5.456264,654,785
227,0,5.472991,682,776
228,0,5.489155,788,723
229,0,5.505683,855,687
230,0,5.522041,952,628
231,0,5.538702,977,614
232,0,5.55563,983,616
233,0,5.572191,985,619
234,0,5.588731,986,626
235,0,5.605287,985,629
236,0,5.621876,984,635
237,0,5.638832,985,638
238,0,5.655024,986,642
239,0,5.671562,987,644
240,0,5.687791,986,647
241,0,5.70476,986,649
242,0,5.721319,986,652
243,0,5.737537,987,653
244,0,5.754345,989,655
245,0,5.770717,990,656
246,0,5.787432,988,657
247,0,5.803968,989,657
248,0,5.820876,990,659
249,0,5.83729,991,659
250,0,5.853947,991,658
251,0,5.870475,989,658
252,0,5.886546,987,656
253,0,5.903077,986,655
254,0,5.919669,987,659
255,0,5.936249,988,665
256,0,5.952807,991,682
257,0,5.969306,993,689
258,0,5.985883,993,696
259,0,6.0025,994,697
260,0,6.019385,995,697
261,0,6.035564,995,696
262,0,6.052683,995,694
263,0,6.069058,994,693
264,0,6.085324,992,692
265,0,6.102191,992,692
266,0,6.119215,991,694
267,0,6.135031,992,695
268,0,6.151667,990,698
269,0,6.168128,989,700
270,0,6.185185,989,700
271,0,6.20175,990,699
272,0,6.218441,990,699
273,0,6.235428,992,698
274,0,6.251477,992,697
275,0,6.268009,992,696
276,0,6.28455,991,696
277,0,6.301103,990,695
278,0,6.317666,990,695
279,0,6.333797,992,696
280,0,6.350366,995,697
281,0,6.367069,1024,706
282,0,6.383534,1044,712
283,0,6.40006,1080,722
284,0,6.417025,1089,726
285,0,6.433477,1092,731
286,0,6.449735,1093,731
287,0,6.466338,1095,732
288,0,6.482957,1095,731
289,0,6.499469,1094,730
290,0,6.516057,1094,730
291,0,6.532629,1093,731
292,0,6.549155,1094,733
293,0,6.566141,1094,737
294,0,6.58268,1094,738
295,0,6.598916,1093,739
296,0,6.615479,1093,739
297,0,6.632047,1081,735
298,0,6.648678,1067,730
299,0,6.665291,1028,714

300,0,6.681771,1013,706
301,0,6.698363,998,700
302,0,6.71485,998,701
303,0,6.731372,999,702
304,0,6.748403,999,703
305,0,6.764979,998,706
306,0,6.781219,998,707
307,0,6.798094,996,706
308,0,6.814661,996,705
