ID,IMG,Time,X,Y
45800,18,760.9084,994,502
45801,18,760.925,994,501
45802,18,760.9416,994,500
45803,18,760.9582,994,498
45804,18,760.9754,994,497
45805,18,760.9915,993,495
45806,18,761.0078,993,494
45807,18,761.0247,993,493
45808,18,761.0418,994,493
45809,18,761.0577,994,495
45810,18,761.0744,991,491
45811,18,761.0908,986,483
45812,18,761.1072,972,459
45813,18,761.1238,965,447
45814,18,761.1403,957,435
45815,18,761.1572,957,433
45816,18,761.1736,957,432
45817,18,761.1901,958,431
45818,18,761.2066,958,430
45819,18,761.2233,958,430
45820,18,761.2397,957,430
45821,18,761.2563,956,430
45822,18,761.2733,955,431
45823,18,761.2905,954,433
45824,18,761.306,954,434
45825,18,761.3226,953,434
45826,18,761.3392,953,434
45827,18,761.3557,954,433
45828,18,761.3724,954,432
45829,18,761.3889,954,431
45830,18,761.4055,954,431
45831,18,761.4224,956,432
45832,18,761.4385,987,437
45833,18,761.4551,1025,440
45834,18,761.4717,1127,442
45835,18,761.4883,1172,443
45836,18,761.5049,1224,441
45837,18,761.5214,1230,441
45838,18,761.5387,1230,443
45839,18,761.5545,1229,444
45840,18,761.5714,1228,444
45841,18,761.5884,1228,444
45842,18,761.6042,1228,446
45843,18,761.621,1227,448
45844,18,761.6374,1226,449
45845,18,761.6542,1225,450
45846,18,761.6705,1217,456
45847,18,761.6871,1214,461
45848,18,761.7036,1201,468
45849,18,761.7205,1197,470
45850,18,761.737,1188,470
45851,18,761.7533,1187,471
45852,19,761.7699,1195,475
45853,19,761.7865,1199,476
45854,19,761.803,1201,476
45855,19,761.8197,1198,473
45856,19,761.8364,1197,472
45857,19,761.8531,1199,473
45858,19,761.8696,1196,474
45859,19,761.8859,1190,475
45860,19,761.9026,1187,478
45861,19,761.9191,1191,479
45862,19,761.9361,1198,481
45863,19,761.9521,1199,481
45864,19,761.9691,1191,481
45865,19,761.9854,1185,481
45866,19,762.0019,1145,486
45867,19,762.0184,1112,493
45868,19,762.0355,1054,509
45869,19,762.0515,1034,514
45870,19,762.0683,1015,518
45871,19,762.0851,1009,519
45872,19,762.1013,1002,521
45873,19,762.1181,1004,523
45874,19,762.1345,1006,526
45875,19,762.1515,1005,526
45876,19,762.1677,999,527
45877,19,762.1841,989,529
45878,19,762.201,961,540
45879,19,762.2173,945,545
45880,19,762.2339,930,551
45881,19,762.2504,918,555
45882,19,762.2673,923,554
45883,19,762.2835,924,556
45884,19,762.3007,925,557
45885,19,762.3167,925,561
45886,19,762.3333,921,562
45887,19,762.3497,913,561
45888,19,762.3664,909,562
45889,19,762.383,906,566
45890,19,762.4,912,567
45891,19,762.4162,923,564
45892,19,762.4326,923,560
45893,19,762.4493,918,554
45894,19,762.4658,912,553
45895,19,762.483,906,555
45896,19,762.4989,915,553
45897,19,762.5155,974,558
45898,19,762.5328,1017,563
45899,19,762.5488,1106,576

45900,19,762.5651,1136,582
45901,19,762.582,1153,582
45902,19,762.5983,1155,582
45903,19,762.6157,1157,584
45904,19,762.6315,1157,583
45905,19,762.6485,1156,580
45906,19,762.6648,1156,577
45907,19,762.6811,1158,578
45908,19,762.6976,1159,577
45909,19,762.7142,1161,576
45910,19,762.7308,1160,576
45911,19,762.7474,1159,579
45912,19,762.764,1158,578
45913,19,762.7808,1156,575
45914,19,762.7971,1156,574
45915,19,762.8137,1156,579
45916,19,762.8303,1156,584
45917,19,762.8469,1156,587
45918,19,762.8635,1156,585
45919,19,762.8801,1145,580
45920,19,762.897,1125,576
45921,19,762.9131,1051,571
45922,19,762.9296,1009,569
45923,19,762.9468,959,566
45924,19,762.9628,946,567
45925,19,762.9797,932,568
45926,19,762.9959,924,568
45927,19,763.0125,916,566
45928,19,763.0294,920,566
45929,19,763.0456,927,563
45930,19,763.0623,927,562
45931,19,763.0794,923,559
45932,19,763.0952,923,559
45933,19,763.1119,925,566
45934,19,763.1285,929,569
