ID,IMG,Time,X,Y
38600,15,641.6118,1703,114
38601,15,641.628,1706,109
38602,15,641.6445,1706,109
38603,15,641.6611,1703,114
38604,15,641.6777,1702,116
38605,15,641.6949,1703,113
38606,15,641.7108,1705,109
38607,16,641.7274,1708,104
38608,16,641.744,1707,105
38609,16,641.7607,1707,105
38610,16,641.777,1707,105
38611,16,641.7937,1707,104
38612,16,641.8104,1706,105
38613,16,641.8271,1706,105
38614,16,641.8433,1711,99
38615,16,641.8599,1714,96
38616,16,641.8768,1717,89
38617,16,641.8935,1714,91
38618,16,641.9097,1707,98
38619,16,641.9264,1706,101
38620,16,641.9427,1661,132
38621,16,641.9597,1602,173
38622,16,641.9759,1377,320
38623,16,641.9924,1254,399
38624,16,642.009,1076,505
38625,16,642.0255,1039,524
38626,16,642.0427,1024,532
38627,16,642.0587,1024,532
38628,16,642.0753,1025,532
38629,16,642.0919,1025,533
38630,16,642.1083,1023,533
38631,16,642.1249,1022,533
38632,16,642.1415,1021,534
38633,16,642.1583,1020,536
38634,16,642.1747,1019,537
38635,16,642.1912,1018,538
38636,16,642.208,1012,539
38637,16,642.2246,1000,540
38638,16,642.2409,958,539
38639,16,642.2574,936,539
38640,16,642.274,911,537
38641,16,642.2906,909,537
38642,16,642.3072,909,537
38643,16,642.3237,909,536
38644,16,642.3405,909,535
38645,16,642.3569,909,535
38646,16,642.3734,909,536
38647,16,642.39,909,535
38648,16,642.4066,909,533
38649,16,642.4232,910,533
38650,16,642.4402,911,533
38651,16,642.4562,912,533
38652,16,642.4729,911,532
38653,16,642.4894,911,531
38654,16,642.5064,909,528
38655,16,642.5228,909,527
38656,16,642.5393,908,528
38657,16,642.5563,903,530
38658,16,642.5724,876,534
38659,16,642.5887,859,537
38660,16,642.6058,844,539
38661,16,642.6219,828,540
38662,16,642.6385,827,539
38663,16,642.6553,826,537
38664,16,642.6718,825,536
38665,16,642.6882,822,535
38666,16,642.7048,821,535
38667,16,642.7213,821,536
38668,16,642.7379,821,537
38669,16,642.7545,821,538
38670,16,642.7716,818,540
38671,16,642.7876,809,547
38672,16,642.8041,804,551
38673,16,642.821,798,559
38674,16,642.8373,797,561
38675,16,642.8542,797,564
38676,16,642.8704,798,563
38677,16,642.887,800,563
38678,16,642.9036,801,563
38679,16,642.9203,801,564
38680,16,642.9367,801,566
38681,16,642.9532,802,566
38682,16,642.9698,807,567
38683,16,642.9865,862,582
38684,16,643.0029,919,597
38685,16,643.0195,1049,630
38686,16,643.0361,1099,640
38687,16,643.053,1146,645
38688,16,643.0692,1150,643
38689,16,643.0861,1150,643
38690,16,643.1024,1149,645
38691,16,643.119,1149,648
38692,16,643.136,1148,649
38693,16,643.152,1149,646
38694,16,643.1686,1151,644
38695,16,643.1852,1162,648
38696,16,643.2019,1173,652
38697,16,643.2185,1193,662
38698,16,643.2349,1200,664
38699,16,643.2515,1205,666

38700,16,643.2681,1206,666
38701,16,643.2846,1207,666
38702,16,643.3012,1206,667
38703,16,643.3179,1204,668
38704,16,643.3345,1193,666
38705,16,643.3511,1143,654
38706,16,643.3679,1112,646
38707,16,643.384,1062,630
38708,16,643.4013,1053,625
38709,16,643.4171,1049,619
38710,16,643.4344,1050,618
38711,16,643.4503,1049,621
38712,16,643.4669,1048,622
38713,16,643.4834,1048,622
38714,16,643.5002,1048,621
38715,16,643.5171,1049,618
38716,16,643.5331,1049,609
38717,16,643.5497,1049,557
38718,16,643.5662,1049,522
38719,16,643.5834,1050,456
38720,16,643.5998,1049,439
38721,16,643.616,1050,429
38722,16,643.6328,1051,429
38723,16,643.6495,1051,428
38724,16,643.6656,1052,428
38725,16,643.6824,1052,427
38726,16,643.6987,1052,427
38727,16,643.7154,1052,427
38728,16,643.7319,1049,429
38729,16,643.7493,1049,430
38730,16,643.7651,1046,434
38731,16,643.7818,1038,444
38732,16,643.7986,1009,477
38733,16,643.8148,991,494
38734,16,643.8314,968,516
38735,16,643.848,965,519
38736,16,643.8645,964,519
38737,16,643.8813,964,519
38738,16,643.8976,965,518
38739,16,643.9142,965,519
38740,16,643.9307,966,522
38741,16,643.9473,963,529
38742,16,643.9639,952,557
38743,16,643.9805,944,573
38744,16,643.9971,931,598
38745,16,644.0135,929,603
38746,16,644.0302,929,603
38747,16,644.0468,930,603
38748,16,644.0634,932,602
38749,16,644.0801,932,602
38750,16,644.0964,931,602
38751,16,644.1131,930,602
38752,16,644.1295,930,604
38753,16,644.1463,930,604
38754,16,644.1636,931,606
38755,16,644.1792,931,606
38756,16,644.1962,931,606
38757,16,644.2123,930,606
38758,16,644.2292,930,607
38759,16,644.2454,930,608
38760,16,644.262,930,609
38761,16,644.2789,930,609
38762,16,644.2961,929,611
38763,16,644.3122,930,618
38764,16,644.3284,948,659
38765,16,644.3449,962,689
38766,16,644.3615,987,743
38767,16,644.3784,994,760
38768,16,644.3947,995,765
38769,16,644.4112,996,765
38770,16,644.4278,996,764
38771,16,644.4443,997,765
38772,16,644.4609,1000,766
