ID,IMG,Time,X,Y
7200,2,137.5247,613,329
7201,2,137.5414,436,262
7202,2,137.5579,347,228
7203,2,137.5748,213,179
7204,2,137.591,203,174
7205,2,137.6078,200,172
7206,2,137.6242,201,170
7207,2,137.6407,201,166
7208,2,137.6574,200,167
7209,2,137.6739,201,172
7210,2,137.6907,201,176
7211,2,137.707,200,182
7212,2,137.7242,199,180
7213,2,137.7405,207,175
7214,2,137.7567,234,173
7215,2,137.7738,296,172
7216,2,137.7899,329,172
7217,2,137.8064,350,172
7218,2,137.8234,350,171
7219,2,137.8396,348,168
7220,2,137.8561,347,168
7221,2,137.8727,345,169
7222,2,137.89,344,170
7223,2,137.9058,342,170
7224,2,137.9224,342,171
7225,2,137.9391,341,172
7226,2,137.9558,340,174
7227,2,137.9721,339,176
7228,2,137.9886,338,177
7229,2,138.0052,330,180
7230,2,138.0218,324,182
7231,2,138.0385,311,184
7232,2,138.0549,308,183
7233,2,138.0715,308,183
7234,2,138.088,308,183
7235,2,138.1046,310,181
7236,3,138.1212,311,180
7237,3,138.1378,313,179
7238,3,138.1546,313,181
7239,3,138.1712,313,186
7240,3,138.1874,315,190
7241,3,138.2041,364,195
7242,3,138.2206,431,192
7243,3,138.2372,542,185
7244,3,138.2537,757,167
7245,3,138.2704,844,157
7246,3,138.2869,901,147
7247,3,138.304,899,143
7248,3,138.3205,898,143
7249,3,138.3368,896,143
7250,3,138.3531,908,175
7251,3,138.3697,919,240
7252,3,138.3864,939,410
7253,3,138.4029,946,494
7254,3,138.4194,950,585
7255,3,138.436,949,594
7256,3,138.453,949,599
7257,3,138.4691,948,601
7258,3,138.4859,950,598
7259,3,138.5026,949,594
7260,3,138.5188,914,579
7261,3,138.5353,877,561
7262,3,138.5519,806,523
7263,3,138.5686,780,509
7264,3,138.5854,766,497
7265,3,138.6017,767,498
7266,3,138.6183,765,500
7267,3,138.6352,764,501
7268,3,138.6513,765,504
7269,3,138.6678,766,506
7270,3,138.6845,764,507
7271,3,138.7014,761,508
7272,3,138.7176,757,509
7273,3,138.7344,764,516
7274,3,138.7507,789,537
7275,3,138.7673,803,548
7276,3,138.7845,828,566
7277,3,138.8004,834,569
7278,3,138.817,836,571
7279,3,138.8339,836,570
7280,3,138.8501,834,570
7281,3,138.8667,833,572
7282,3,138.8832,831,575
7283,3,138.8998,830,577
7284,3,138.9164,832,575
7285,3,138.9333,834,572
7286,3,138.9495,834,569
7287,3,138.9662,832,566
7288,3,138.9829,831,564
7289,3,138.9995,832,563
7290,3,139.0158,834,562
7291,3,139.0323,833,562
7292,3,139.0489,830,562
7293,3,139.0657,830,563
7294,3,139.082,846,572
7295,3,139.0986,865,584
7296,3,139.1155,906,610
7297,3,139.132,924,620
7298,3,139.1483,940,625
7299,3,139.1649,942,624

7300,3,139.1818,940,626
7301,3,139.198,939,627
7302,3,139.2146,937,629
7303,3,139.2314,937,630
7304,3,139.2478,936,633
7305,3,139.2643,935,634
7306,3,139.2812,934,638
7307,3,139.2974,933,640
7308,3,139.3143,932,639
7309,3,139.3306,931,637
7310,3,139.3472,931,635
7311,3,139.3636,932,633
7312,3,139.3809,932,634
7313,3,139.3969,935,635
7314,3,139.4133,937,634
7315,3,139.4301,939,631
7316,3,139.4465,938,630
7317,3,139.463,932,629
7318,3,139.4796,931,630
7319,3,139.4962,930,631
7320,3,139.5128,931,630
7321,3,139.5297,932,626
7322,3,139.5459,932,625
7323,3,139.5625,934,629
7324,3,139.579,932,629
7325,3,139.5956,910,613
7326,3,139.6122,892,599
7327,3,139.6287,862,571
7328,3,139.6453,855,563
7329,3,139.6621,855,561
7330,3,139.6784,855,561
7331,3,139.6951,855,559
7332,3,139.7116,855,560
7333,3,139.7287,860,562
7334,3,139.7447,861,563
7335,3,139.7619,862,568
7336,3,139.7778,861,571
7337,3,139.7944,860,572
7338,3,139.811,859,571
7339,3,139.8277,859,565
7340,3,139.8441,859,563
7341,3,139.8607,859,560
7342,3,139.8778,859,560
7343,3,139.8938,860,563
7344,3,139.9104,861,565
7345,3,139.9269,860,567
7346,3,139.9436,858,568
7347,3,139.9608,856,572
7348,3,139.9766,856,572
7349,3,139.9932,856,571
7350,3,140.01,856,571
7351,3,140.027,857,571
7352,3,140.043,857,571
7353,3,140.0597,854,575
7354,3,140.0763,852,577
7355,3,140.093,846,579
7356,3,140.1092,846,578
7357,3,140.1257,848,574
7358,3,140.143,849,573
7359,3,140.1589,851,572
7360,3,140.1754,850,573
7361,3,140.1921,849,574
7362,3,140.2087,849,573
7363,3,140.2255,866,581
7364,3,140.2417,884,591
7365,3,140.2586,924,612
7366,3,140.2748,942,620
7367,3,140.2915,951,627
7368,3,140.308,950,627
7369,3,140.325,951,627
7370,3,140.3411,951,626
7371,3,140.3578,951,624
7372,3,140.3742,950,625
7373,3,140.3912,947,630
7374,3,140.4079,946,633
7375,3,140.4241,946,634
7376,3,140.4412,946,634
7377,3,140.4572,947,632
7378,3,140.4737,950,630
7379,3,140.4903,950,632
7380,3,140.5068,948,636
7381,3,140.524,946,636
7382,3,140.54,945,636
7383,3,140.5565,946,635
7384,3,140.5734,949,635
7385,3,140.5896,951,634
7386,3,140.6065,956,634
7387,3,140.6227,963,635
7388,3,140.6397,982,642
7389,3,140.6559,992,645
7390,3,140.6725,1002,649
7391,3,140.6892,1001,650
7392,3,140.7056,999,651
7393,3,140.7221,997,651
7394,3,140.7387,995,651
7395,3,140.7553,996,649
7396,3,140.7719,998,646
7397,3,140.7886,998,648
7398,3,140.8051,996,654
7399,3,140.8217,996,656

7400,3,140.8384,998,656
7401,3,140.8547,999,654
7402,3,140.8719,1000,653
7403,3,140.888,1001,652
7404,3,140.9044,1004,647
7405,3,140.9211,1005,645
7406,3,140.9376,1006,645
7407,3,140.9545,1006,647
7408,3,140.9707,1005,646
7409,3,140.9877,1003,646
7410,3,141.0038,999,650
7411,3,141.0204,998,655
7412,3,141.0372,996,662
7413,3,141.0535,996,662
7414,3,141.0703,997,658
7415,3,141.0869,998,654
7416,3,141.1032,1000,648
7417,3,141.1198,1001,645
7418,3,141.1367,1001,644
7419,3,141.1529,1002,646
7420,3,141.1695,1005,650
7421,3,141.1864,1006,650
7422,3,141.2029,1005,646
7423,3,141.2191,1003,643
7424,3,141.2358,1001,642
7425,3,141.2523,1002,643
7426,3,141.269,1002,645
7427,3,141.2856,997,652
7428,3,141.3021,976,691
7429,3,141.3185,965,715
7430,3,141.3352,949,756
7431,3,141.3518,945,762
7432,3,141.3684,943,764
7433,3,141.385,938,764
7434,3,141.4018,939,767
7435,3,141.418,941,768
7436,3,141.4355,946,767
7437,3,141.4515,944,767
7438,3,141.4677,942,767
7439,3,141.4845,941,772
7440,3,141.5008,943,777
7441,3,141.5173,954,786
7442,3,141.534,958,788
7443,3,141.5506,961,786
7444,3,141.568,962,784
7445,3,141.5838,963,783
7446,3,141.6002,961,786
7447,3,141.6173,955,793
7448,3,141.6334,953,796
7449,3,141.6506,951,797
7450,3,141.6669,951,796
7451,3,141.6831,951,794
7452,3,141.6996,954,793
7453,3,141.7161,985,789
7454,3,141.7328,1022,782
7455,3,141.7498,1097,765
7456,3,141.7658,1126,757
7457,3,141.7824,1145,749
7458,3,141.799,1145,748
7459,3,141.816,1146,747
7460,3,141.8321,1146,746
