ID,IMG,Time,X,Y
41000,16,697.8536,932,795
41001,16,697.8702,926,795
41002,16,697.8869,857,800
41003,16,697.9034,792,804
41004,16,697.92,643,813
41005,16,697.9365,582,815
41006,16,697.9531,529,813
41007,16,697.9696,521,812
41008,16,697.9862,518,809
41009,16,698.0027,518,809
41010,16,698.0193,558,806
41011,16,698.0359,616,803
41012,16,698.0529,769,789
41013,16,698.069,839,781
41014,16,698.0862,907,774
41015,16,698.1022,915,775
41016,16,698.1188,917,776
41017,16,698.1355,918,776
41018,16,698.1519,920,776
41019,16,698.1685,919,775
41020,16,698.1852,919,775
41021,16,698.2016,921,778
41022,16,698.2182,923,780
41023,16,698.2347,933,787
41024,16,698.2515,937,790
41025,16,698.2679,944,794
41026,16,698.2846,945,795
41027,17,698.301,947,798
41028,17,698.3176,948,800
41029,17,698.3342,949,801
41030,17,698.3511,949,802
41031,17,698.3672,939,797
41032,17,698.3843,921,787
41033,17,698.4004,857,738
41034,17,698.4169,822,710
41035,17,698.4341,776,673
41036,17,698.4501,772,668
41037,17,698.467,774,664
41038,17,698.4832,777,661
41039,17,698.4998,780,656
41040,17,698.5163,780,654
41041,17,698.5329,780,652
41042,17,698.5496,780,653
41043,17,698.5661,780,655
41044,17,698.5826,779,658
41045,17,698.5995,776,663
41046,17,698.6157,776,664
41047,17,698.6323,804,666
41048,17,698.6489,834,666
41049,17,698.6655,907,667
41050,17,698.682,937,668
41051,17,698.6987,961,665
41052,17,698.7152,960,665
41053,17,698.7317,959,667
41054,17,698.7482,960,668
41055,17,698.7648,962,670
41056,17,698.7814,962,672
41057,17,698.798,960,674
41058,17,698.8145,960,673
41059,17,698.8313,959,669
41060,17,698.8477,958,667
41061,17,698.8642,962,669
41062,17,698.8812,971,674
41063,17,698.8973,1005,694
41064,17,698.9139,1024,705
41065,17,698.9305,1049,720
41066,17,698.9471,1052,723
41067,17,698.9637,1050,724
41068,17,698.9802,1048,722
41069,17,698.9969,1043,719
41070,17,699.0137,1042,718
41071,17,699.0302,1041,720
41072,17,699.0465,1040,721
41073,17,699.0632,1039,722
41074,17,699.08,1031,716
41075,17,699.0963,1022,706
41076,17,699.1129,1004,682
41077,17,699.1294,997,673
41078,17,699.1459,992,665
41079,17,699.1626,992,665
41080,17,699.179,992,666
41081,17,699.1959,993,666
41082,17,699.2121,994,664
