ID,IMG,Time,X,Y
41000,16,681.11,919,566
41001,16,681.1267,920,568
41002,16,681.1431,920,569
41003,16,681.1598,920,569
41004,16,681.1762,920,567
41005,16,681.1932,920,566
41006,16,681.2094,920,566
41007,16,681.2261,920,566
41008,16,681.2425,920,567
41009,16,681.2595,922,568
41010,16,681.2756,925,567
41011,16,681.2928,928,567
41012,16,681.3088,928,565
41013,16,681.3254,928,566
41014,16,681.3419,928,580
41015,16,681.3586,923,597
41016,16,681.375,881,667
41017,16,681.392,845,712
41018,16,681.4082,729,880
41019,16,681.4256,774,940
41020,16,681.4418,900,844
41021,16,681.4579,946,784
41022,16,681.4745,985,713
41023,16,681.491,993,676
41024,16,681.5076,1006,640
41025,16,681.5241,1013,628
41026,16,681.5406,1016,615
41027,16,681.5577,1016,615
41028,16,681.5738,1016,619
41029,16,681.5904,1017,622
41030,16,681.6075,1025,629
41031,16,681.6235,1029,632
41032,16,681.64,1037,637
41033,16,681.6566,1039,639
41034,16,681.6732,1040,640
41035,16,681.6898,1040,640
41036,16,681.7064,1040,639
41037,16,681.723,1039,639
41038,17,681.7397,1038,640
41039,17,681.7561,1038,639
41040,17,681.7727,1040,621
41041,17,681.7892,1043,600
41042,17,681.8061,1051,555
41043,17,681.8223,1054,539
41044,17,681.8394,1056,530
41045,17,681.8556,1056,531
41046,17,681.8726,1056,531
41047,17,681.8885,1055,531
41048,17,681.9052,1055,532
41049,17,681.9221,1056,532
41050,17,681.9385,1056,533
41051,17,681.9548,1057,534
41052,17,681.9717,1057,531
41053,17,681.988,1057,530
41054,17,682.0052,1056,529
41055,17,682.0212,1055,530
41056,17,682.0382,1055,535
41057,17,682.0543,1056,536
41058,17,682.071,1056,537
41059,17,682.0873,1056,538
41060,17,682.1042,1057,538
41061,17,682.1208,1053,558
41062,17,682.137,1049,577
41063,17,682.1536,1043,619
41064,17,682.1702,1040,636
41065,17,682.1872,1040,651
41066,17,682.2033,1040,653
41067,17,682.2199,1041,658
41068,17,682.2364,1040,660
41069,17,682.2531,1042,662
41070,17,682.2697,1042,662
41071,17,682.2865,1042,666
41072,17,682.3027,1041,668
41073,17,682.3199,1042,671
41074,17,682.336,1042,672
41075,17,682.3524,1043,673
41076,17,682.369,1043,673
41077,17,682.3859,1043,678
41078,17,682.4021,1044,683
41079,17,682.4189,1045,695
41080,17,682.4357,1047,701
41081,17,682.4519,1050,706
41082,17,682.4683,1050,708
41083,17,682.485,1051,710
41084,17,682.5015,1050,712
41085,17,682.5181,1050,716
41086,17,682.5353,1050,718
41087,17,682.5515,1051,720
41088,17,682.5678,1051,721
41089,17,682.5844,1049,726
41090,17,682.6009,1043,731
41091,17,682.6174,1026,745
41092,17,682.634,1018,751
41093,17,682.6512,1006,761
41094,17,682.6672,1005,763
41095,17,682.6843,1004,765
41096,17,682.7003,1005,765
41097,17,682.7169,1008,764
41098,17,682.7334,1009,764
41099,17,682.7584,1009,762

41100,17,682.7715,1008,763
41101,17,682.7879,1012,762
41102,17,682.8046,1023,758
41103,17,682.821,1028,755
41104,17,682.8376,1031,751
41105,17,682.8542,1030,751
41106,17,682.8712,1030,753
41107,17,682.8877,1031,753
41108,17,682.9039,1031,754
41109,17,682.9203,1030,756
41110,17,682.9371,1030,756
41111,17,682.9536,1032,756
41112,17,682.9707,1048,757
41113,17,682.9866,1057,758
41114,17,683.0033,1069,760
41115,17,683.0197,1064,761
41116,17,683.0364,1058,762
41117,17,683.0529,1046,763
41118,17,683.0695,1040,761
41119,17,683.0864,1040,747
41120,17,683.1028,1039,740
41121,17,683.1191,1043,730
41122,17,683.136,1044,727
41123,17,683.1523,1040,724
41124,17,683.1688,1040,722
41125,17,683.1854,1041,722
41126,17,683.2025,1042,721
41127,17,683.2185,1046,716
41128,17,683.2351,1049,711
41129,17,683.2517,1057,701
41130,17,683.2683,1061,698
41131,17,683.2852,1067,690
41132,17,683.3014,1068,686
41133,17,683.3184,1067,678
41134,17,683.3346,1067,675
41135,17,683.3511,1065,672
41136,17,683.368,1065,672
41137,17,683.3842,1065,667
41138,17,683.401,1066,663
41139,17,683.4174,1056,673
41140,17,683.4341,1040,695
41141,17,683.451,1001,751
41142,17,683.467,985,774
41143,17,683.4836,972,793
41144,17,683.5002,973,791
41145,17,683.5173,972,787
41146,17,683.5333,971,786
41147,17,683.5501,969,786
41148,17,683.5669,968,785
41149,17,683.583,969,781
41150,17,683.5995,969,779
41151,17,683.6161,969,775
41152,17,683.6331,968,774
41153,17,683.6493,968,775
41154,17,683.6658,968,775
41155,17,683.6824,968,775
41156,17,683.699,968,775
41157,17,683.7156,968,775
41158,17,683.7322,968,775
41159,17,683.749,968,775
41160,17,683.7653,947,750
41161,17,683.7819,937,742
41162,17,683.7986,972,721
41163,17,683.8153,978,720
41164,17,683.8316,983,719
41165,17,683.8481,993,714
41166,17,683.8647,1009,701
41167,17,683.8812,1025,672
41168,17,683.8978,1026,659
41169,17,683.9145,1017,645
41170,17,683.9317,1014,642
41171,17,683.9474,1033,632
41172,17,683.9641,1042,628
41173,17,683.9807,1047,622
41174,17,683.9972,1031,617
41175,17,684.0139,1011,616
41176,17,684.0305,1017,615
41177,17,684.0469,1019,615
41178,17,684.0634,1024,618
41179,17,684.0801,1023,623
41180,17,684.0967,1021,635
41181,17,684.1131,1027,636
41182,17,684.1299,1052,633
41183,17,684.1467,1067,631
41184,17,684.1629,1087,630
41185,17,684.1797,1091,633
41186,17,684.1961,1088,645
41187,17,684.2125,1088,652
41188,17,684.2294,1087,664
41189,17,684.2457,1087,670
41190,17,684.2625,1086,676
41191,17,684.2788,1086,681
41192,17,684.2957,1084,694
41193,17,684.312,1083,701
41194,17,684.3286,1079,714
41195,17,684.3452,1079,719
41196,17,684.3617,1078,726
41197,17,684.3784,1079,730
41198,17,684.3948,1079,740
41199,17,684.4113,1080,746

41200,17,684.4281,1081,756
41201,17,684.4447,1081,758
41202,17,684.4611,1069,774
41203,17,684.4779,1066,781
41204,17,684.4942,1068,782
41205,17,684.5108,1075,783
41206,17,684.5278,1086,787
41207,17,684.5438,1089,789
41208,17,684.5604,1096,792
41209,17,684.5771,1106,795
41210,17,684.5939,1106,795
41211,17,684.6109,1106,795
41212,17,684.6272,1038,817
41213,17,684.6434,1057,818
41214,17,684.6599,1050,823
41215,17,684.6766,1049,824
41216,17,684.6931,1045,825
41217,17,684.7098,1047,824
41218,17,684.7262,1050,822
41219,17,684.7427,1051,822
41220,17,684.7595,1053,821
41221,17,684.7759,1054,821
41222,17,684.7927,1054,821
41223,17,684.8091,1054,822
41224,17,684.8259,1054,824
41225,17,684.8421,1054,824
41226,17,684.8588,1056,822
41227,17,684.8752,1057,822
41228,17,684.892,1056,820
41229,17,684.9086,1057,819
41230,17,684.9255,1058,817
41231,17,684.9416,1058,816
41232,17,684.9581,1043,808
41233,17,684.9752,1022,794
41234,17,684.9913,969,745
41235,17,685.0079,945,716
41236,17,685.0248,923,676
41237,17,685.041,922,669
41238,17,685.058,924,666
41239,17,685.0745,924,664
41240,17,685.0908,924,663
41241,17,685.1073,920,656
41242,17,685.124,889,618
41243,17,685.1403,866,590
41244,17,685.1575,824,536
41245,17,685.1735,813,519
41246,17,685.1901,810,513
41247,17,685.2065,808,508
41248,17,685.2234,806,506
41249,17,685.2398,802,500
41250,17,685.2564,800,496
41251,17,685.2729,799,489
41252,17,685.2895,799,485
41253,17,685.3061,799,477
41254,17,685.3226,800,474
41255,17,685.3392,803,464
41256,17,685.3557,804,459
41257,17,685.3723,802,446
41258,17,685.3892,800,441
41259,17,685.4054,795,430
41260,17,685.4221,794,426
41261,17,685.4385,792,419
41262,17,685.4553,791,415
41263,17,685.4717,787,406
41264,17,685.4886,785,402
41265,17,685.5048,781,392
41266,17,685.522,780,388
41267,17,685.538,778,382
41268,17,685.5545,777,379
41269,17,685.5714,777,375
41270,17,685.588,777,374
41271,17,685.6041,772,369
41272,17,685.6207,769,366
41273,17,685.6373,765,356
41274,17,685.6539,763,352
41275,17,685.6704,763,347
41276,17,685.6876,764,346
41277,17,685.7036,766,345
41278,17,685.7201,767,344
41279,17,685.7367,768,344
41280,17,685.7534,782,359
41281,17,685.7698,867,450
41282,17,685.7864,920,516
41283,17,685.8029,1010,636
41284,17,685.8196,1029,670
41285,17,685.8361,1032,691
41286,17,685.8527,1032,692
41287,17,685.8692,1034,692
41288,17,685.8857,1035,692
41289,17,685.9024,1039,693
41290,17,685.9189,1040,692
41291,17,685.9355,1040,688
