ID,IMG,Time,X,Y
7200,2,121.0204,358,1183
7201,2,121.037,359,1184
7202,2,121.0538,360,1185
7203,2,121.0702,360,1185
7204,2,121.0868,359,1188
7205,2,121.1033,358,1190
7206,2,121.1203,357,1195
7207,2,121.1365,356,1197
7208,2,121.153,356,1199
7209,2,121.1696,356,1200
7210,2,121.1861,356,1200
7211,2,121.2027,356,1200
7212,2,121.2195,357,1200
7213,2,121.2358,357,1199
7214,2,121.2525,358,1198
7215,2,121.2694,358,1197
7216,2,121.2855,359,1197
7217,2,121.3021,359,1199
7218,2,121.3191,359,1199
7219,2,121.3351,362,1199
7220,2,121.3517,371,1196
7221,2,121.3683,401,1188
7222,2,121.3849,417,1185
7223,2,121.4015,437,1181
7224,2,121.4184,438,1182
7225,2,121.4346,438,1183
7226,2,121.4513,438,1183
7227,2,121.4677,440,1184
7228,2,121.4843,441,1184
7229,2,121.5015,443,1184
7230,2,121.5174,445,1183
7231,2,121.534,447,1182
7232,2,121.5514,453,1183
7233,2,121.5671,536,1186
7234,2,121.5836,630,1188
7235,2,121.6006,903,1199
7236,2,121.6168,1043,1206
7237,2,121.6336,1233,1217
7238,2,121.65,1275,1217
7239,3,121.6665,1299,1208
7240,3,121.683,1300,1202
7241,3,121.6999,1302,1196
7242,3,121.7162,1302,1194
7243,3,121.7328,1303,1193
7244,3,121.7495,1303,1193
7245,3,121.7659,1307,1194
7246,3,121.7825,1312,1196
7247,3,121.799,1378,1195
7248,3,121.8157,1413,1194
7249,3,121.8322,1473,1190
7250,3,121.8488,1476,1189
7251,3,121.8653,1473,1189
7252,3,121.8819,1472,1189
7253,3,121.8985,1471,1189
7254,3,121.915,1471,1189
7255,3,121.9317,1472,1188
7256,3,121.9482,1471,1188
7257,3,121.965,1469,1187
7258,3,121.9813,1469,1187
7259,3,121.9979,1469,1186
7260,3,122.0151,1469,1186
7261,3,122.0311,1469,1186
7262,3,122.0476,1469,1187
7263,3,122.0642,1468,1187
7264,3,122.0808,1468,1187
7265,3,122.0978,1468,1184
7266,3,122.1139,1468,1183
7267,3,122.1306,1469,1181
7268,3,122.156,1470,1181
7269,3,122.1638,1472,1183
7270,3,122.1802,1472,1184
7271,3,122.1969,1471,1183
7272,3,122.2133,1469,1183
7273,3,122.23,1467,1184
7274,3,122.2465,1467,1185
7275,3,122.2633,1467,1186
7276,3,122.2796,1467,1185
7277,3,122.2963,1466,1185
7278,3,122.3126,1444,1166
7279,3,122.3297,1406,1127
7280,3,122.3458,1258,983
7281,3,122.3625,1165,883
7282,3,122.3788,1018,709
7283,3,122.3955,978,654
7284,3,122.4121,957,610
7285,3,122.4289,956,607
7286,3,122.4451,955,610
7287,3,122.4617,954,610
7288,3,122.4786,952,610
7289,3,122.4955,952,610
7290,3,122.5114,953,609
7291,3,122.5279,953,608
7292,3,122.5445,952,609
7293,3,122.561,953,609
7294,3,122.5777,954,609
7295,3,122.595,954,609
7296,3,122.6108,954,608
7297,3,122.6276,945,608
7298,3,122.6442,903,600
7299,3,122.6605,879,596

7300,3,122.6771,838,588
