ID,IMG,Time,X,Y
7200,2,121.087,673,733
7201,2,121.1039,732,670
7202,2,121.1201,760,638
7203,2,121.1371,794,597
7204,2,121.1537,795,596
7205,2,121.1699,795,598
7206,2,121.1864,796,597
7207,2,121.203,798,597
7208,2,121.2205,799,598
7209,2,121.2362,800,600
7210,2,121.2527,800,600
7211,2,121.2693,800,600
7212,2,121.2861,800,598
7213,2,121.3024,803,598
7214,2,121.3198,805,598
7215,2,121.3358,806,600
7216,2,121.3521,805,600
7217,2,121.3691,803,598
7218,2,121.3852,802,598
7219,2,121.4018,802,603
7220,2,121.4183,803,606
7221,2,121.435,805,607
7222,2,121.4515,805,607
7223,2,121.4681,804,607
7224,2,121.4847,803,609
7225,2,121.5014,804,611
7226,2,121.5178,806,611
7227,2,121.5345,807,609
7228,2,121.5509,810,607
7229,2,121.5675,814,597
7230,2,121.584,828,546
7231,2,121.6006,838,506
7232,2,121.6172,857,435
7233,2,121.6337,863,414
7234,2,121.6503,863,401
7235,3,121.6671,862,400
7236,3,121.6839,860,401
7237,3,121.7,860,401
7238,3,121.7166,861,402
7239,3,121.7332,862,402
7240,3,121.7498,864,403
7241,3,121.7664,864,403
7242,3,121.783,864,403
7243,3,121.7995,863,404
7244,3,121.8161,861,406
7245,3,121.8327,861,407
7246,3,121.8497,863,410
7247,3,121.8657,863,412
7248,3,121.8823,862,418
7249,3,121.8988,858,436
7250,3,121.9154,846,498
7251,3,121.932,839,533
7252,3,121.9485,829,580
7253,3,121.9651,828,587
7254,3,121.9817,829,587
7255,3,121.9984,829,587
7256,3,122.0148,829,587
7257,3,122.0314,828,587
7258,3,122.0479,829,587
7259,3,122.0647,830,586
7260,3,122.0811,830,585
7261,3,122.0977,830,583
7262,3,122.1142,829,580
7263,3,122.1307,829,580
7264,3,122.1475,825,581
7265,3,122.164,822,582
7266,3,122.1804,818,583
7267,3,122.1975,817,583
7268,3,122.2137,817,584
7269,3,122.2303,817,586
7270,3,122.2468,818,588
7271,3,122.2633,819,588
7272,3,122.2799,822,586
7273,3,122.2965,823,586
7274,3,122.313,820,589
7275,3,122.3295,820,590
7276,3,122.3461,822,589
7277,3,122.3632,822,588
7278,3,122.3795,822,586
7279,3,122.3958,821,585
7280,3,122.4126,828,584
7281,3,122.4289,835,577
7282,3,122.4457,848,559
7283,3,122.4622,853,551
7284,3,122.4788,856,544
7285,3,122.4952,855,542
7286,3,122.5122,856,544
7287,3,122.5285,857,544
7288,3,122.5451,857,544
7289,3,122.5615,854,546
7290,3,122.5782,851,547
7291,3,122.595,850,543
7292,3,122.6112,852,540
7293,3,122.6277,855,538
7294,3,122.6456,856,541
7295,3,122.6609,856,542
7296,3,122.6775,855,541
7297,3,122.6941,851,538
7298,3,122.7106,850,538
7299,3,122.7273,846,553

7300,3,122.7492,842,596
7301,3,122.766,831,659
7302,3,122.7823,827,680
7303,3,122.7989,822,703
7304,3,122.8154,952,893
7305,3,122.8319,951,782
7306,3,122.8485,967,747
7307,3,122.8656,968,758
7308,3,122.8817,965,763
7309,3,122.8986,958,743
7310,3,122.9148,939,721
7311,3,122.9313,934,685
7312,3,122.9479,941,642
7313,3,122.9645,945,634
7314,3,122.9811,945,632
7315,3,122.9979,944,635
7316,3,123.0145,943,634
7317,3,123.0308,942,634
7318,3,123.0474,940,634
7319,3,123.0639,940,635
7320,3,123.0805,945,636
7321,3,123.0974,957,641
7322,3,123.1136,996,655
7323,3,123.1303,1016,663
7324,3,123.1467,1041,670
7325,3,123.1633,1044,670
7326,3,123.1799,1044,672
7327,3,123.1966,1045,674
7328,3,123.2131,1049,674
7329,3,123.2296,1049,673
7330,3,123.2462,1052,672
7331,3,123.2627,1053,672
7332,3,123.2794,1054,672
7333,3,123.2962,1056,672
